f_indonesia_25_44_yrs, f_korea_south_85_yrs_ov, f_japan_5_14_yrs, f_greece_55_64_yrs, f_fiji_25_44_yrs, f_malta_45_54_yrs, f_hong_kong_tot, f_korea_south_65_74_yrs, f_malaysia_0_4_yrs, f_japan_15_24_yrs, f_japan_85_yrs_ov, f_india_25_44_yrs, f_hong_kong_15_24_yrs, f_malta_75_84_yrs, f_egypt_55_64_yrs, f_fiji_65_74_yrs, f_germany_55_64_yrs, f_india_55_64_yrs, f_hong_kong_55_64_yrs, f_italy_25_44_yrs, f_france_45_54_yrs, f_france_25_44_yrs, f_fiji_15_24_yrs, f_indonesia_tot, f_england_25_44_yrs, f_ireland_85_yrs_ov, f_greece_5_14_yrs, f_lebanon_5_14_yrs, f_croatia_85_yrs_ov, f_indonesia_85_yrs_ov, f_hong_kong_45_54_yrs, f_india_75_84_yrs, f_england_0_4_yrs, f_england_75_84_yrs, lga_code_2016, f_china_75_84_yrs, f_ireland_75_84_yrs, f_korea_south_0_4_yrs, f_egypt_75_84_yrs, f_egypt_85_yrs_ov, f_greece_65_74_yrs, f_croatia_5_14_yrs, f_lebanon_65_74_yrs, f_germany_45_54_yrs, f_china_15_24_yrs, f_malaysia_45_54_yrs, f_italy_tot, f_fiji_tot, f_malaysia_55_64_yrs, f_iraq_25_44_yrs, f_italy_75_84_yrs, f_england_65_74_yrs, f_lebanon_25_44_yrs, f_italy_65_74_yrs, f_china_55_64_yrs, f_italy_15_24_yrs, f_hong_kong_65_74_yrs, f_china_85_yrs_ov, f_egypt_65_74_yrs, f_indonesia_15_24_yrs, f_fiji_5_14_yrs, f_iraq_0_4_yrs, f_england_45_54_yrs, f_lebanon_15_24_yrs, f_fiji_45_54_yrs, f_china_65_74_yrs, f_germany_75_84_yrs, f_iraq_75_84_yrs, f_germany_65_74_yrs, f_france_5_14_yrs, f_iraq_45_54_yrs, f_ireland_65_74_yrs, f_croatia_25_44_yrs, f_egypt_5_14_yrs, f_china_45_54_yrs, f_india_0_4_yrs, f_england_5_14_yrs, f_lebanon_0_4_yrs, f_hong_kong_5_14_yrs, f_france_tot, f_iraq_85_yrs_ov, f_korea_south_25_44_yrs, f_india_5_14_yrs, f_germany_85_yrs_ov, f_indonesia_75_84_yrs, f_china_tot, f_indonesia_5_14_yrs, f_india_tot, f_china_0_4_yrs, f_iran_65_74_yrs, f_fiji_55_64_yrs, f_malta_15_24_yrs, f_indonesia_65_74_yrs, f_lebanon_55_64_yrs, f_malta_85_yrs_ov, f_japan_45_54_yrs, f_germany_0_4_yrs, f_malaysia_65_74_yrs, f_france_65_74_yrs, f_hong_kong_0_4_yrs, f_ireland_0_4_yrs, f_italy_85_yrs_ov, f_japan_55_64_yrs, f_korea_south_55_64_yrs, f_france_0_4_yrs, f_japan_tot, f_lebanon_75_84_yrs, f_egypt_25_44_yrs, f_greece_25_44_yrs, f_croatia_55_64_yrs, f_malta_5_14_yrs, f_iran_55_64_yrs, f_hong_kong_75_84_yrs, f_korea_south_tot, f_iraq_5_14_yrs, f_korea_south_45_54_yrs, f_lebanon_85_yrs_ov, f_greece_tot, f_japan_65_74_yrs, f_china_25_44_yrs, f_malta_65_74_yrs, f_korea_south_5_14_yrs, f_italy_5_14_yrs, f_greece_0_4_yrs, f_germany_5_14_yrs, f_germany_tot, f_greece_85_yrs_ov, f_germany_25_44_yrs, f_italy_45_54_yrs, f_japan_0_4_yrs, f_malta_55_64_yrs, f_iran_tot, f_ireland_5_14_yrs, f_malta_tot, f_iraq_tot, f_hong_kong_25_44_yrs, f_lebanon_45_54_yrs, f_egypt_0_4_yrs, f_italy_0_4_yrs, f_malta_25_44_yrs, f_indonesia_0_4_yrs, f_iran_0_4_yrs, f_croatia_65_74_yrs, f_iran_15_24_yrs, f_malaysia_25_44_yrs, f_india_45_54_yrs, f_ireland_45_54_yrs, f_germany_15_24_yrs, f_hong_kong_85_yrs_ov, f_malaysia_85_yrs_ov, f_japan_25_44_yrs, f_iraq_55_64_yrs, f_malaysia_tot, f_egypt_45_54_yrs, f_india_15_24_yrs, f_china_5_14_yrs, f_indonesia_55_64_yrs, f_france_85_yrs_ov, f_england_tot, f_croatia_15_24_yrs, f_croatia_tot, f_malta_0_4_yrs, f_malaysia_75_84_yrs, f_greece_45_54_yrs, f_egypt_tot, f_iran_5_14_yrs, f_england_85_yrs_ov, f_japan_75_84_yrs, f_ireland_tot, f_fiji_75_84_yrs, f_india_65_74_yrs, f_iraq_65_74_yrs, f_ireland_15_24_yrs, f_india_85_yrs_ov, f_ireland_25_44_yrs, lga_name_2016, f_iran_25_44_yrs, f_croatia_45_54_yrs, f_croatia_75_84_yrs, f_england_15_24_yrs, f_croatia_0_4_yrs, f_indonesia_45_54_yrs, f_france_75_84_yrs, f_france_55_64_yrs, f_korea_south_75_84_yrs, f_ireland_55_64_yrs, f_england_55_64_yrs, f_iran_85_yrs_ov, f_france_15_24_yrs, f_iraq_15_24_yrs, f_fiji_85_yrs_ov, f_greece_75_84_yrs, f_fiji_0_4_yrs, f_lebanon_tot, f_egypt_15_24_yrs, f_greece_15_24_yrs, f_iran_75_84_yrs, f_malaysia_15_24_yrs, f_malaysia_5_14_yrs, f_korea_south_15_24_yrs, f_iran_45_54_yrs, f_italy_55_64_yrs
9,0,4,0,0,0,34,0,0,0,0,20,7,0,0,0,0,6,4,3,0,9,0,17,56,3,0,0,0,0,8,0,0,42,"51750",3,0,0,0,0,0,0,0,7,32,15,17,3,13,0,4,62,0,0,3,0,4,0,0,0,0,0,83,0,0,7,6,0,8,4,0,5,3,0,9,0,32,0,12,16,0,12,3,0,0,87,3,51,0,0,0,0,3,0,0,6,0,4,0,0,0,0,3,0,0,41,0,0,0,3,0,4,0,9,0,0,0,4,3,24,0,0,0,0,0,22,0,8,0,4,0,19,0,0,0,8,0,0,0,0,0,0,0,0,10,10,3,0,0,0,19,0,55,0,4,8,4,0,399,0,8,0,3,0,0,0,32,0,31,0,6,0,0,5,6,"Claremont (T)",4,0,0,22,0,3,0,0,0,7,69,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0
185,0,7,0,10,0,138,5,3,6,0,454,16,3,9,0,18,71,19,75,22,54,0,359,931,3,0,3,29,0,14,25,20,286,"51820",12,12,8,7,8,3,5,3,37,86,122,733,26,92,20,169,449,13,214,68,16,3,9,9,30,0,3,782,3,4,14,13,0,44,3,3,19,88,4,108,5,165,0,3,98,0,119,54,15,3,832,21,845,4,4,3,0,19,4,0,23,3,56,6,0,0,75,11,9,0,128,3,3,0,110,0,3,4,194,6,30,0,15,7,469,10,11,9,0,15,240,0,81,47,3,0,127,17,19,35,73,6,0,3,0,5,3,109,10,310,91,35,14,4,6,71,0,682,0,62,54,31,0,3584,12,510,0,8,0,46,10,91,3,282,0,61,0,11,17,147,"Cockburn (C)",85,66,94,205,0,57,7,9,0,32,644,0,3,3,0,5,0,32,0,0,0,54,21,16,6,119
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,25,"51890",0,0,0,0,0,0,0,0,3,0,0,17,0,3,0,7,32,0,3,0,0,0,0,0,0,0,0,40,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,174,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,"Collie (S)",0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,3,0,0,7,3,6,0,7,89,3,0,0,0,0,0,0,9,15,"52170",0,0,0,0,0,0,0,0,3,0,4,19,0,3,0,3,36,0,0,0,0,0,0,0,0,0,0,65,0,0,3,3,0,5,4,0,0,0,0,6,0,31,0,3,14,0,3,0,0,0,17,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,3,4,0,0,0,3,0,7,0,0,0,0,0,27,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,3,0,0,3,0,25,0,0,0,0,0,312,0,3,0,0,0,0,0,22,0,44,0,0,0,6,0,26,"Cottesloe (T)",0,0,0,7,0,0,0,0,0,3,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,"52240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cranbrook (S)",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,"52310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuballing (S)",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"52520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,"Dalwallinu (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,7,"52590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Dandaragan (S)",0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,0,0,3,56,0,0,0,0,0,0,0,3,59,"52660",0,0,0,0,0,0,0,0,0,0,4,14,0,6,3,0,76,0,4,0,0,0,0,0,0,0,0,93,0,0,0,0,0,4,0,0,0,0,0,3,0,15,0,0,8,0,12,6,0,0,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,24,0,6,3,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,403,0,0,0,0,0,0,0,19,0,22,0,3,0,0,0,11,"Dardanup (S)",3,0,0,11,0,0,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,10,25,0,0,0,0,0,0,3,0,50,"52730",0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,90,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,39,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,305,0,3,0,0,0,0,0,14,0,7,0,0,0,0,0,0,"Denmark (S)",0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,4,15,0,0,0,0,0,0,0,0,0,"52800",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Derby-West Kimberley (S)",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,32,0,0,0,0,0,0,0,0,17,"52870",0,0,0,0,0,0,0,0,4,0,0,22,0,3,0,3,53,0,5,4,0,0,0,0,0,0,0,38,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,230,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,"Donnybrook-Balingup (S)",0,0,0,3,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dowerin (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,34,0,0,0,0,0,0,0,0,30,"53570",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,60,0,3,0,0,0,0,0,0,0,0,45,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,14,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,214,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,3,"Gingin (S)",0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,"53640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gnowangerup (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,"54130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jerramungup (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"53010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dumbleyung (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,"53080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dundas (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,3,3,8,4,11,0,3,75,0,0,0,0,0,0,0,0,20,"53150",0,0,0,0,0,0,0,0,3,0,3,66,0,0,0,19,49,0,14,0,0,0,0,0,0,0,0,83,0,0,0,0,0,4,0,0,7,0,0,0,0,16,0,0,14,0,8,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,10,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,28,0,8,7,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,5,11,0,0,0,3,0,9,0,0,0,0,0,311,0,3,0,0,0,0,0,10,0,44,0,3,0,3,0,10,"East Fremantle (T)",4,0,0,13,0,0,0,0,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,17,33,0,0,0,0,0,0,0,0,0,"53220",0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,0,63,0,3,0,0,0,0,0,0,0,17,0,4,0,0,0,9,"East Pilbara (S)",0,0,0,3,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,5,3,0,0,0,4,0,7,46,0,0,0,0,0,0,0,0,32,"53290",0,0,0,0,0,0,0,0,4,0,8,13,0,0,0,0,57,0,0,3,0,3,0,0,0,0,0,49,0,0,0,5,0,11,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,34,0,8,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,4,0,0,0,260,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,14,"Esperance (S)",0,0,0,5,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,22,0,0,0,0,0,0,0,0,4,"53360",0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,"Exmouth (S)",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,3,0,16,0,0,3,0,22,0,0,0,0,15,12,3,41,14,69,0,37,351,0,0,0,10,0,4,5,11,92,"53430",0,3,0,0,0,0,0,0,14,12,11,499,4,16,0,165,195,0,100,7,9,0,0,3,3,0,0,266,0,0,3,8,0,14,0,0,9,4,0,5,0,37,0,0,101,0,20,3,7,3,50,0,62,0,0,0,0,0,0,0,18,4,4,4,0,3,108,7,3,0,62,0,0,0,12,0,3,0,22,0,0,0,20,5,16,4,0,3,0,0,117,3,48,21,0,0,21,5,9,0,10,0,0,0,0,0,0,16,0,25,6,18,3,0,0,33,0,59,0,3,3,10,0,1228,0,81,0,0,0,12,0,34,0,126,0,8,3,10,4,58,"Fremantle (C)",10,7,30,36,0,6,0,3,0,12,209,0,3,0,0,3,0,0,0,0,0,6,0,0,0,46
14,0,0,0,27,0,3,0,0,0,0,99,0,0,0,0,9,12,0,3,4,5,6,37,100,3,0,0,0,0,0,6,3,16,"54280",0,0,0,0,0,0,0,0,6,3,3,17,45,4,3,3,32,0,0,6,0,0,0,0,3,6,0,90,0,3,0,0,0,13,0,0,0,3,0,9,3,18,0,0,13,0,11,18,0,0,55,5,161,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,3,0,0,0,10,0,0,0,3,0,38,0,0,0,0,0,40,0,10,0,0,0,12,9,0,3,5,0,0,0,0,0,0,0,0,5,11,6,0,0,0,3,0,19,0,12,3,3,0,354,0,12,0,3,0,4,3,5,0,64,0,3,0,4,0,32,"Kalgoorlie/Boulder (C)",8,3,0,13,0,8,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
22,0,0,0,4,0,8,0,0,3,0,69,0,0,0,0,0,7,0,6,0,14,5,41,117,0,0,0,0,0,0,0,0,3,"54310",0,0,0,0,0,0,0,0,3,3,3,4,11,3,0,0,14,0,0,3,0,0,0,0,0,0,0,71,0,3,0,0,0,3,0,0,0,0,0,11,3,9,0,0,19,0,11,8,0,0,40,10,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,26,0,19,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,12,16,7,3,0,0,12,0,19,0,7,3,0,0,255,0,3,0,0,0,0,0,0,0,46,0,0,0,0,0,34,"Karratha (C)",0,0,0,9,0,8,0,0,0,4,32,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0
27,0,0,0,9,0,5,0,0,0,0,57,0,0,0,0,7,8,0,5,3,3,0,35,122,5,0,0,0,0,0,4,3,97,"53800",0,3,0,0,0,0,0,0,16,3,3,77,23,10,0,26,146,0,24,3,0,0,0,0,0,6,0,191,0,6,0,8,0,15,0,0,9,0,3,12,4,33,0,0,17,0,3,16,3,0,35,3,110,0,0,0,0,0,0,0,0,0,0,3,0,4,12,0,0,0,9,0,3,0,0,0,0,0,3,0,0,0,4,0,19,0,0,0,0,5,79,0,19,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,16,13,6,4,0,0,3,0,35,0,6,0,0,0,812,0,7,0,0,0,4,0,28,0,62,3,7,0,0,0,27,"Greater Geraldton (C)",0,0,0,35,0,5,0,3,0,5,161,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Halls Creek (S)",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
