amenity,name,id,lon,lat
community_centre,Lindfield Kindamindi Guide Hall,5740458577,151.1668575,-33.7815675
community_centre,1St Gordon Scout Hall,5740459335,151.1449077,-33.7586458
community_centre,Ballajura Community Centre,5750897360,115.879574,-31.832754
community_centre,Selby Community House,5776386084,145.3727716,-37.9125504
community_centre,Johns River Community Hall,5791844554,152.6966329,-31.7297855
community_centre,Wecycle,5794821454,144.9918782,-37.7680671
community_centre,Second Chance Cycles,5794882853,144.9913665,-37.8010064
community_centre,Pcyc Ayr,5834109002,147.4026338,-19.5820864
community_centre,Centrelink Lake Haven,5847450789,151.5065555,-33.242009
community_centre,Men'S Shed Armidale,5858822343,151.6506211,-30.5163516
community_centre,Harwood Comunity Hall,5898075061,153.2424467,-29.427294
community_centre,The City Of Whyalla,5903154931,137.5854352,-33.034408
community_centre,Wooli Street Hall,5923184214,153.3568615,-29.4367547
community_centre,Zillmere Hall,5936025477,153.037843,-27.362935
community_centre,Wynnum Municipal Hall,5936025478,153.1764093,-27.4471414
community_centre,Upper Kedron/Cedar Creek Hall,5936025479,152.9172663,-27.4127676
community_centre,Toombul Shire Hall,5936025480,153.060558,-27.404347
community_centre,Sunnybank Hall,5936025481,153.0570475,-27.5781235
community_centre,Northgate Hall,5936025482,153.06327,-27.387
community_centre,Moorooka Community Centre,5936025483,153.020833,-27.535569
community_centre,New Inala Hall (Inala Civic Or Community Centre),5936025484,152.9746267,-27.6010875
community_centre,Hamilton Town Hall,5936025985,153.0642677,-27.4376789
community_centre,Community Care,5950850245,115.824128,-33.5726085
community_centre,Greenbushes Community Resources Cebtre,5950850531,116.0575179,-33.8473423
community_centre,Treelands Drive Community Centre,5952740127,153.3283665,-29.4260633
community_centre,Boyup Brook Youth Centre,5953246170,116.3861873,-33.8321181
community_centre,A.H.E.P.A Hall,5982263394,153.0124242,-27.4802255
community_centre,Tharawal Local Aboriginal Land Council,6009139168,150.5536729,-34.2257123
community_centre,Box Hill Community Arts Centre,6016882852,145.1227673,-37.8252636
community_centre,Edithvale Family & Children Centre,6052299805,145.1191396,-38.0353952
community_centre,West Ryde Community Hall,6053697997,151.0885001,-33.8056306
community_centre,Chelsea Community Support Services,6054827342,145.1166514,-38.0511986
community_centre,Parramatta District Men'S Shed,6084017859,151.0004297,-33.805065
community_centre,Kangaroo Island Community Centre,6110038844,137.6371667,-35.6530486
community_centre,Venus Bay Community Centre,6112305585,145.8193829,-38.6995551
community_centre,Upper Mt Gravatt Progress Hall,6195276821,153.0783677,-27.5551747
community_centre,Acacia Ridge Hall,6195282780,153.025281,-27.586863
community_centre,Marche Club,6217653185,138.6715109,-34.8759883
community_centre,Mission To Seafarer (Flying Angel),6220145885,151.759309,-32.9199066
community_centre,Londonderry Neighbourhood Centre,6226244301,150.7375052,-33.645677
community_centre,Stirling Community Centres North Beach,6235765956,115.759814,-31.8630694
community_centre,Lorne Community House,6282560063,143.9732849,-38.5365271
community_centre,Viv'S Community Kitchen,6317964185,145.0984236,-37.8231015
community_centre,Gascoyne Junction Community Resource Centre,6332531210,115.2087226,-25.0543528
community_centre,Neerim Junction Hall,6355815365,145.9611391,-37.92829
community_centre,Don Bosco,6363681671,144.9631173,-37.7598318
community_centre,1St Byattunga Scout Group,6363738689,151.4867225,-33.1013463
community_centre,Scouts,6386899554,151.232505,-33.8857607
community_centre,Palm Beach Neighbourhood Centre,6405212710,153.4736288,-28.1237142
community_centre,Lauderdale Community Hall,6418601903,147.4863561,-42.9136401
community_centre,Soldiers Memorial Hall,6433495788,138.8421571,-34.9846886
community_centre,1St Mount Gambier Scout Group,6437540520,140.7771996,-37.8325098
community_centre,Weddin Shire Council Office,6453733727,148.1624208,-33.895394
community_centre,Recreation Center,6485382187,148.7884412,-26.5678774
community_centre,Veterans Support Centre Belconnen,6501312034,149.049329,-35.2350036
community_centre,Geraldton Mission To Seafarers,6508772339,114.6042792,-28.7764046
community_centre,Brunswick Tool Library,6566751499,144.9730378,-37.7765511
community_centre,Smithfield Rsl Youth Centre,6616461085,150.9393985,-33.8563744
community_centre,Common House,6636537961,153.0314041,-27.4608466
community_centre,Youth Focus,6673632730,115.6354357,-33.3221103
community_centre,Calabria Club,6697179033,144.824313,-37.6393201
community_centre,Grovedale Neighbourhood House,6710196455,144.3334699,-38.2080793
community_centre,Country Women'S Association,6758490392,148.0071057,-33.3858225
community_centre,Lennox Head Cultural & Community Centre,6780197971,153.592979,-28.7945181
community_centre,Riff,6829139688,115.8589693,-31.9558204
community_centre,Fairfield Community Centre,6856504864,145.0186786,-37.7774552
community_centre,Alexandra Hills Men'S Shed,6857020863,153.2240719,-27.514454399999998
community_centre,Lowood & District Community Centre,6857457011,152.5810607,-27.463408
community_centre,Narrabri Community Kiosk,6859346000,149.7837165,-30.325998
community_centre,Centrepoint Narrabri,6862022532,149.7818765,-30.3235971
community_centre,The Place,6872644617,151.6942863,-32.9656257
community_centre,Beaumaris Men'S Shed,6885512278,145.0510102,-37.9820277
community_centre,Beaumaris Theatre Inc,6885526813,145.0505435,-37.9820277
community_centre,Fusion,6911392683,145.8808512,-34.8046176
community_centre,Launceston Elderly Citizens Club,6940443448,147.134,-41.4222658
community_centre,Inglewood Community Hub,6944260100,143.8672816,-36.57617
community_centre,Portarlington Community Cupboard,6974048685,144.6595234,-38.1204777
community_centre,Melita Social Club,6976645845,144.9665787,-37.7462604
community_centre,Toscana. Social Club,7004852121,144.9629616,-37.7670878
community_centre,Playgroups Act,7020905741,149.0602139,-35.2583014
community_centre,Emma Ruby House,7020905742,149.0606105,-35.2577834
community_centre,Deans Marsh Community Hall,7021296355,143.884847,-38.3989865
community_centre,Heathcote Community House,7039567028,144.7095841,-36.9250655
community_centre,Belconnen Senior Citizens Club,7065387829,149.0699453,-35.2386643
community_centre,Torrens Valley Community Centre,7089458746,138.8859023,-34.8219399
