f_tot_0_4_yrs, p_chile_5_14_yrs, p_china_55_64_yrs, p_egypt_75_84_yrs, f_zimbabwe_55_64_yrs, p_england_tot, p_cambodia_0_4_yrs, p_afghanistan_75_84_yrs, p_france_tot, p_afghanistan_0_4_yrs, p_australia_45_54_yrs, f_wales_85_yrs_ov, p_china_65_74_yrs, f_wales_25_44_yrs, p_afghanistan_tot, p_fiji_tot, p_fiji_75_84_yrs, p_australia_25_44_yrs, f_vietnam_0_4_yrs, p_australia_15_24_yrs, p_australia_55_64_yrs, f_vietnam_65_74_yrs, p_cambodia_25_44_yrs, f_wales_15_24_yrs, p_germany_25_44_yrs, f_zimbabwe_75_84_yrs, p_france_15_24_yrs, p_afghanistan_45_54_yrs, p_france_0_4_yrs, f_cob_ns_tot, f_cob_ns_65_74_yrs, f_wales_5_14_yrs, p_afghanistan_5_14_yrs, p_canada_45_54_yrs, f_elsewhere_15_24_yrs, p_germany_65_74_yrs, f_zimbabwe_0_4_yrs, lga_code_2016, f_tot_75_84_yrs, p_egypt_45_54_yrs, p_bosnia_herzegov_15_24_yrs, p_england_75_84_yrs, f_vietnam_45_54_yrs, p_china_75_84_yrs, f_tot_55_64_yrs, p_croatia_25_44_yrs, f_cob_ns_45_54_yrs, p_france_45_54_yrs, p_croatia_5_14_yrs, f_cob_ns_85_yrs_ov, p_bosnia_herzegov_85_yrs_ov, p_bangladesh_5_14_yrs, p_bangladesh_0_4_yrs, f_elsewhere_75_84_yrs, p_cambodia_tot, p_bosnia_herzegov_45_54_yrs, p_afghanistan_85_yrs_ov, f_cob_ns_75_84_yrs, p_bosnia_herzegov_55_64_yrs, p_australia_85_yrs_ov, p_australia_5_14_yrs, p_china_tot, p_china_0_4_yrs, p_bangladesh_tot, p_canada_25_44_yrs, f_elsewhere_tot, p_bangladesh_75_84_yrs, f_vietnam_5_14_yrs, p_france_25_44_yrs, p_germany_5_14_yrs, p_egypt_tot, f_tot_5_14_yrs, f_wales_65_74_yrs, p_cambodia_65_74_yrs, p_bosnia_herzegov_tot, p_cambodia_55_64_yrs, p_cambodia_15_24_yrs, p_egypt_25_44_yrs, p_china_5_14_yrs, f_vietnam_15_24_yrs, p_egypt_65_74_yrs, p_egypt_15_24_yrs, p_bangladesh_55_64_yrs, p_england_25_44_yrs, p_afghanistan_25_44_yrs, p_france_85_yrs_ov, p_bangladesh_15_24_yrs, f_tot_15_24_yrs, p_australia_65_74_yrs, p_fiji_5_14_yrs, p_canada_tot, p_fiji_45_54_yrs, p_fiji_25_44_yrs, f_vietnam_tot, p_chile_55_64_yrs, p_bosnia_herzegov_75_84_yrs, p_croatia_0_4_yrs, f_elsewhere_55_64_yrs, p_germany_tot, p_bangladesh_45_54_yrs, f_zimbabwe_5_14_yrs, f_cob_ns_25_44_yrs, p_egypt_5_14_yrs, p_australia_tot, p_france_55_64_yrs, p_bosnia_herzegov_5_14_yrs, f_tot_45_54_yrs, p_cambodia_85_yrs_ov, p_bosnia_herzegov_65_74_yrs, p_croatia_85_yrs_ov, f_zimbabwe_45_54_yrs, p_canada_0_4_yrs, p_england_5_14_yrs, p_fiji_55_64_yrs, p_croatia_55_64_yrs, p_chile_65_74_yrs, p_australia_75_84_yrs, p_canada_75_84_yrs, f_vietnam_25_44_yrs, p_egypt_85_yrs_ov, p_canada_65_74_yrs, f_cob_ns_15_24_yrs, p_china_25_44_yrs, p_germany_85_yrs_ov, f_tot_tot, f_tot_85_yrs_ov, p_chile_0_4_yrs, p_bangladesh_65_74_yrs, f_vietnam_55_64_yrs, f_vietnam_75_84_yrs, p_chile_85_yrs_ov, p_england_0_4_yrs, p_chile_tot, p_croatia_65_74_yrs, p_england_85_yrs_ov, p_chile_75_84_yrs, p_france_5_14_yrs, f_wales_0_4_yrs, p_fiji_85_yrs_ov, f_zimbabwe_25_44_yrs, p_croatia_45_54_yrs, f_zimbabwe_15_24_yrs, p_england_65_74_yrs, p_germany_0_4_yrs, p_cambodia_5_14_yrs, p_croatia_75_84_yrs, p_canada_5_14_yrs, p_england_15_24_yrs, p_bangladesh_85_yrs_ov, p_england_45_54_yrs, p_england_55_64_yrs, f_vietnam_85_yrs_ov, p_china_45_54_yrs, p_chile_15_24_yrs, f_zimbabwe_85_yrs_ov, p_egypt_0_4_yrs, f_elsewhere_0_4_yrs, p_croatia_15_24_yrs, p_afghanistan_55_64_yrs, p_fiji_65_74_yrs, p_afghanistan_15_24_yrs, f_cob_ns_0_4_yrs, p_bosnia_herzegov_0_4_yrs, p_afghanistan_65_74_yrs, f_wales_45_54_yrs, f_cob_ns_5_14_yrs, p_fiji_15_24_yrs, p_china_15_24_yrs, f_wales_75_84_yrs, f_elsewhere_25_44_yrs, f_zimbabwe_65_74_yrs, p_chile_25_44_yrs, lga_name_2016, p_france_65_74_yrs, p_egypt_55_64_yrs, f_zimbabwe_tot, p_canada_15_24_yrs, p_croatia_tot, f_elsewhere_85_yrs_ov, f_elsewhere_65_74_yrs, p_bosnia_herzegov_25_44_yrs, f_elsewhere_45_54_yrs, f_wales_55_64_yrs, p_germany_45_54_yrs, p_fiji_0_4_yrs, p_france_75_84_yrs, p_canada_55_64_yrs, p_bangladesh_25_44_yrs, p_germany_55_64_yrs, f_wales_tot, f_cob_ns_55_64_yrs, p_cambodia_45_54_yrs, p_germany_15_24_yrs, p_chile_45_54_yrs, p_cambodia_75_84_yrs, f_tot_65_74_yrs, f_elsewhere_5_14_yrs, p_canada_85_yrs_ov, p_china_85_yrs_ov, p_australia_0_4_yrs, f_tot_25_44_yrs, p_germany_75_84_yrs
333,0,0,0,0,105,0,0,7,0,752,0,0,0,0,6,0,1953,0,984,596,0,0,0,7,0,0,0,0,343,25,0,0,3,0,0,0,"52800",54,0,0,3,0,0,387,0,54,3,0,0,0,0,0,0,0,0,0,0,0,38,1159,7,0,0,3,20,0,0,0,0,6,634,0,0,0,0,0,3,0,0,0,0,0,29,0,0,0,532,236,0,6,0,3,0,0,0,0,5,15,0,0,125,0,6457,0,0,486,0,0,0,0,0,3,0,0,0,84,0,0,0,0,37,3,0,3828,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,29,27,0,0,0,0,0,0,0,0,3,0,28,0,0,0,36,0,0,0,6,0,0,"Derby-West Kimberley (S)",0,0,7,0,0,0,3,0,6,0,3,0,0,3,0,0,0,35,0,0,0,0,134,0,0,0,659,1242,0
154,0,4,0,0,431,0,0,15,0,593,0,0,0,14,3,0,856,0,437,676,0,0,0,9,0,0,0,0,312,38,0,0,0,0,9,0,"52870",165,0,0,54,0,0,543,0,43,0,0,5,0,0,0,0,0,0,0,24,0,60,643,14,0,0,0,33,0,0,4,0,0,371,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,244,493,0,7,0,3,9,0,0,0,11,30,0,0,69,0,4226,0,0,440,0,0,0,0,0,7,0,0,0,185,0,3,0,3,22,4,0,2972,67,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,111,0,0,0,0,4,0,80,114,0,0,0,0,0,0,0,0,0,4,15,0,0,0,34,0,0,0,6,0,0,"Donnybrook-Balingup (S)",3,0,7,0,3,0,3,0,5,0,4,0,0,0,0,12,3,60,0,0,0,0,370,0,0,0,288,618,0
33,0,0,0,0,32,0,0,0,0,65,0,0,0,0,0,0,125,0,43,89,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"52940",23,0,0,0,0,0,54,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10,83,0,0,0,0,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,68,0,0,0,0,0,0,0,0,0,3,0,0,5,0,576,0,0,36,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,344,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,"Dowerin (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,39,0,0,0,60,81,0
114,0,0,0,0,425,0,0,8,0,422,0,0,0,5,0,0,653,0,304,561,0,0,0,0,0,0,0,0,279,40,0,0,0,3,15,0,"53570",154,0,0,64,3,0,400,0,48,0,0,3,0,0,0,7,0,0,0,24,0,43,522,6,0,0,0,36,0,0,4,0,0,315,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,205,477,0,4,0,0,9,0,0,0,12,32,0,0,51,0,3384,3,0,360,0,0,0,3,0,9,0,0,0,177,0,9,0,4,18,3,0,2511,32,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,115,0,0,0,0,13,0,89,79,0,0,0,0,0,0,0,0,0,4,5,0,0,0,38,0,0,0,11,0,0,"Gingin (S)",0,0,4,0,3,0,10,0,4,0,3,0,0,0,0,10,3,48,0,0,0,0,369,0,0,0,232,551,5
49,0,0,0,0,36,0,0,0,0,118,0,0,0,0,0,0,232,0,83,153,0,0,0,6,0,0,0,0,57,4,0,0,0,0,0,0,"53640",17,0,0,5,0,0,88,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,138,0,0,0,0,9,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,43,69,0,0,0,0,0,0,0,0,0,9,0,0,9,0,905,0,0,76,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,558,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Gnowangerup (S)",0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,46,0,0,0,79,155,0
30,0,0,0,0,24,0,0,0,0,139,0,0,0,0,0,0,197,0,55,135,0,0,0,3,0,0,0,0,69,3,0,0,0,0,0,0,"54130",23,0,0,3,0,0,84,0,7,0,0,0,0,0,0,0,0,0,0,5,0,9,131,0,0,0,0,8,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,73,0,0,0,0,0,0,0,0,0,6,0,0,23,0,827,0,0,83,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,496,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,"Jerramungup (S)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13,0,0,0,0,39,0,0,0,64,133,0
26,0,0,0,0,21,0,0,0,0,69,0,0,0,0,0,0,148,0,33,83,0,0,0,0,0,0,0,0,41,5,0,0,0,0,0,0,"53010",22,0,0,0,0,0,56,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7,62,0,0,0,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,8,0,519,0,0,39,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,325,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dumbleyung (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,30,0,0,0,55,94,0
8,0,0,0,0,29,0,0,0,0,83,0,0,0,0,0,0,99,0,41,84,0,0,0,6,0,0,0,0,62,10,0,0,0,0,3,0,"53080",19,0,0,7,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,3,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,52,0,0,0,0,0,0,0,0,0,8,0,0,15,0,469,0,0,57,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,348,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"Dundas (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,34,0,0,0,25,84,0
164,3,0,0,0,618,0,0,24,0,812,0,0,3,0,3,0,1100,0,726,683,0,0,0,13,0,0,0,0,255,23,0,0,12,3,7,0,"53150",205,0,0,39,0,0,532,3,37,4,0,36,0,0,0,4,0,0,0,18,0,63,868,8,0,0,3,72,0,4,13,0,7,530,4,0,3,0,0,0,0,0,0,0,0,151,0,0,0,440,357,0,24,0,0,7,0,0,0,15,42,0,0,49,0,5122,0,0,631,0,0,0,3,0,33,0,0,0,206,3,3,0,0,19,3,0,3834,104,0,0,0,0,0,3,4,9,12,0,0,3,0,3,0,0,92,0,0,3,0,23,0,154,118,0,0,0,0,0,0,0,0,0,0,7,0,0,0,27,0,0,0,25,0,0,"East Fremantle (T)",0,0,10,0,11,3,7,0,12,5,6,0,0,3,0,3,12,32,0,0,0,0,349,4,0,0,314,878,0
281,0,0,0,0,296,0,0,18,0,845,0,0,3,0,17,0,2949,0,723,453,0,0,0,9,0,0,0,0,516,6,0,0,0,4,4,0,"53220",15,0,0,0,0,0,275,0,97,0,0,0,0,0,0,0,0,0,0,5,0,3,818,8,0,10,3,44,0,0,11,0,3,500,0,0,0,0,0,3,0,0,0,0,0,133,0,0,0,432,119,0,7,3,8,0,0,0,0,8,16,0,0,231,0,6445,3,0,500,0,0,0,3,0,3,0,3,0,14,0,0,0,0,45,3,0,3527,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,7,0,0,0,0,7,0,103,45,0,0,0,0,0,0,0,0,0,0,29,0,0,3,50,0,0,0,22,0,4,"East Pilbara (S)",0,0,15,0,7,0,0,0,8,0,3,0,0,0,9,4,4,50,0,0,0,0,69,4,0,0,521,1461,0
424,0,4,0,3,500,0,0,11,0,1469,0,0,3,0,5,0,2409,0,1402,1256,0,0,0,13,0,0,0,0,833,80,0,0,8,6,19,0,"53290",366,0,0,61,0,0,901,0,138,3,0,27,0,3,0,7,0,0,0,45,0,161,1750,12,0,5,13,66,0,0,6,0,0,1003,3,0,0,0,0,0,0,0,0,0,0,90,0,0,0,810,952,0,18,0,0,3,0,0,0,13,63,0,0,209,0,10694,3,0,1000,0,0,0,3,0,14,0,0,0,491,0,3,0,0,92,5,5,7070,158,0,0,0,0,0,3,3,0,29,0,0,0,0,7,0,0,107,0,0,0,0,9,0,103,102,0,0,0,0,0,0,0,0,0,0,40,0,0,0,98,0,0,0,24,0,4,"Esperance (S)",0,0,18,3,3,3,4,0,13,0,9,0,0,0,0,3,3,110,0,0,0,0,669,3,0,0,804,1729,13
97,0,0,0,3,133,0,0,11,0,289,0,0,0,0,0,0,592,0,198,214,0,0,0,15,0,0,0,0,131,6,0,0,0,0,4,0,"53360",23,0,0,6,0,0,148,0,16,0,0,4,0,0,0,0,0,0,0,0,0,6,321,3,0,0,5,19,0,0,6,0,0,161,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,120,159,0,10,0,0,0,0,0,0,3,30,0,0,59,0,1997,0,0,176,0,0,0,0,0,0,0,0,0,38,0,0,0,0,16,0,0,1296,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,3,0,32,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,10,0,0,"Exmouth (S)",0,0,3,3,0,0,4,0,3,0,3,0,0,0,0,0,0,14,0,4,0,0,101,0,0,0,180,454,0
765,0,10,3,6,2552,0,0,187,0,2403,0,3,17,3,8,0,4827,0,2245,2203,0,4,0,87,0,13,0,0,1311,141,0,0,31,25,38,0,"53430",925,0,0,188,6,3,1990,13,171,20,0,83,0,0,0,45,4,3,0,115,11,258,2212,81,0,7,78,553,0,0,130,7,17,1282,10,0,43,0,0,3,7,0,8,0,0,754,3,0,0,1513,1400,0,151,0,3,15,14,7,0,85,209,0,0,393,0,17550,9,0,2136,0,10,17,9,0,73,3,24,6,647,4,9,3,9,121,30,6,14928,476,0,0,3,0,3,18,60,34,55,3,6,0,0,8,8,0,398,3,0,55,6,84,0,569,415,0,12,0,0,0,12,0,0,0,0,46,0,0,7,73,0,13,10,213,3,20,"Fremantle (C)",8,3,37,3,154,23,56,3,79,4,27,0,0,23,4,28,44,160,0,10,13,0,1478,23,0,0,1348,4369,7
1242,0,14,0,14,725,0,0,18,0,2464,0,0,7,18,101,0,5891,0,2706,1887,0,0,0,22,0,0,0,0,1433,76,3,3,6,20,23,0,"54280",302,0,0,32,0,0,1419,7,189,6,0,16,0,0,0,0,4,0,0,47,3,89,3241,175,4,11,18,222,0,0,10,0,11,2159,3,0,6,0,0,4,6,0,0,0,0,181,14,0,0,1843,862,17,41,7,55,11,3,0,0,19,80,3,23,483,0,19758,3,0,1944,0,4,0,30,0,26,13,11,0,363,0,5,0,0,177,99,4,14384,100,0,0,0,0,0,6,18,9,5,3,0,0,0,62,5,12,83,0,3,7,3,32,0,195,167,0,13,0,0,0,3,0,0,3,0,96,0,0,3,161,9,47,0,107,4,4,"Kalgoorlie/Boulder (C)",0,3,146,3,31,3,15,5,33,3,13,0,0,6,10,9,23,180,0,3,3,0,588,27,0,0,2246,4794,4
998,0,3,0,3,615,0,0,47,0,1702,0,0,3,3,22,0,5149,0,1774,903,0,3,0,23,0,9,0,0,1048,34,0,0,4,8,4,0,"54310",41,0,3,7,0,0,642,3,173,0,0,0,0,0,0,0,4,4,0,8,0,11,2674,147,0,23,19,141,0,0,34,0,3,1519,0,0,12,0,0,3,3,0,0,0,4,259,3,0,0,1103,239,3,35,0,6,14,3,0,0,11,46,0,5,422,0,14295,0,0,1267,0,0,0,6,0,21,3,0,0,36,0,9,0,0,112,101,0,9533,6,0,0,0,0,0,3,4,3,0,0,3,0,0,22,3,7,30,0,0,0,3,34,0,167,93,0,27,0,0,0,5,0,0,0,0,86,0,0,4,117,3,9,0,84,0,0,"Karratha (C)",0,0,39,5,8,0,5,4,19,0,5,0,0,0,12,3,7,96,0,7,0,0,169,4,0,0,1808,3789,3
1288,0,3,0,8,1586,0,0,28,0,3938,0,0,3,0,40,3,7231,0,4086,3449,3,6,0,29,0,0,0,0,1637,166,0,0,11,14,32,0,"53800",943,0,0,172,6,0,2372,0,248,8,0,30,0,3,0,12,6,0,0,103,0,439,4684,51,0,17,20,191,0,3,6,12,14,2718,0,0,0,0,0,3,3,6,3,0,0,226,0,0,0,2404,2217,4,55,10,13,47,3,0,0,21,146,7,9,401,5,29553,3,0,2843,0,0,0,12,0,60,3,6,0,1205,0,17,0,0,196,22,3,19465,359,0,0,11,0,0,3,7,3,59,0,3,0,0,31,0,10,277,0,0,5,0,69,0,408,308,0,17,0,0,0,0,0,0,3,0,99,0,0,13,183,4,7,0,61,0,0,"Greater Geraldton (C)",3,0,65,4,9,11,28,0,35,8,33,0,0,8,7,12,32,203,0,3,0,0,1614,6,0,0,2307,4926,13
151,0,0,0,0,25,0,0,3,0,273,0,0,0,0,3,0,811,0,464,202,0,0,0,6,0,0,0,0,195,8,0,0,0,0,4,0,"53920",23,0,0,0,0,0,158,0,22,0,0,0,0,0,0,0,0,0,0,6,0,7,515,6,0,0,0,0,0,0,3,0,0,272,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,269,100,0,0,0,0,0,0,0,0,0,8,0,0,69,0,2687,0,0,180,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32,4,0,1662,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,24,0,0,0,0,0,0,"Halls Creek (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,59,0,0,0,282,553,0
853,0,3,0,10,1602,0,0,17,0,2471,0,0,3,0,7,0,4804,0,2416,2263,0,0,0,20,0,0,0,0,1028,136,0,0,3,15,28,0,"53990",555,0,0,138,0,0,1692,0,146,3,0,19,0,0,0,5,3,0,0,76,0,171,3422,62,0,0,12,121,0,0,4,0,3,1976,0,0,5,0,0,3,10,3,0,0,0,202,0,0,0,1448,1455,0,20,0,6,7,0,0,0,21,90,0,5,245,0,19334,3,0,1906,0,0,0,15,0,93,0,3,0,654,0,4,0,0,131,40,3,13269,170,0,0,0,0,0,3,0,0,39,0,4,0,0,21,0,10,337,0,0,0,4,68,0,395,320,0,5,0,0,0,3,0,0,0,0,35,0,0,10,105,0,4,0,34,7,0,"Harvey (S)",0,0,70,3,3,0,16,0,31,4,12,0,0,0,0,19,20,132,3,0,0,0,1216,9,0,0,1676,3448,10
91,0,0,0,0,196,0,0,0,0,356,0,0,0,0,0,0,540,0,260,453,0,0,0,0,0,0,0,0,145,28,0,0,0,0,8,0,"54060",122,0,0,37,0,0,298,0,17,0,0,3,0,0,0,0,0,0,0,10,0,59,412,3,0,0,0,7,0,0,0,0,0,198,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,131,387,0,0,0,0,0,0,0,0,3,16,0,0,36,0,2782,0,0,238,0,0,0,0,0,3,0,0,0,166,0,0,0,0,9,0,0,1772,34,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,64,0,0,0,0,5,0,35,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,5,0,0,"Irwin (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,0,0,0,0,295,0,0,0,148,362,8
42,0,0,0,0,42,0,0,0,0,112,0,0,0,0,0,0,173,0,59,115,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,"53710",35,0,0,3,0,0,72,0,8,0,0,6,0,0,0,0,0,0,0,4,0,27,124,0,0,0,0,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,37,82,0,0,0,0,0,0,0,0,0,5,0,0,12,0,810,0,0,75,0,0,0,0,0,0,0,0,0,52,0,0,0,0,6,0,0,518,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,"Goomalling (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,60,0,0,0,68,118,0
4274,4,225,3,25,7463,3,3,86,12,5969,7,105,10,1394,98,0,15409,3,9452,5150,15,102,4,64,4,11,156,0,3127,251,4,73,22,274,103,3,"53780",2239,25,6,995,51,34,6102,22,364,29,0,114,0,37,6,52,210,14,0,208,9,516,11330,3273,41,395,38,1980,0,8,24,4,190,7635,20,13,73,39,5,61,249,28,17,26,19,1021,685,0,33,7506,3468,9,110,19,37,295,23,0,0,198,360,37,19,934,36,60443,9,0,7294,0,6,3,36,0,185,14,19,19,1431,3,148,5,4,355,1691,13,58066,876,0,8,39,7,0,20,124,26,298,3,3,0,0,108,9,34,1453,0,4,15,18,291,0,1643,1557,0,525,10,0,4,27,5,63,5,378,208,0,19,23,297,9,385,9,800,4,39,"Gosnells (C)",6,13,233,8,98,22,130,38,294,18,57,0,4,16,253,59,95,401,36,13,28,6,4225,184,0,19,7704,17916,53
4260,6,103,23,127,22897,0,0,188,0,10597,8,42,98,83,43,0,21020,4,14028,10030,17,10,30,187,11,14,16,0,3082,348,36,3,83,187,235,0,"54170",3137,45,4,1331,36,18,10741,24,450,39,0,125,0,3,0,107,36,21,0,221,31,1129,15988,926,18,50,152,2255,0,4,79,25,263,10099,55,3,94,0,6,58,44,12,45,12,4,4742,36,3,4,9837,6326,10,453,12,11,198,14,3,0,344,911,7,19,739,14,89515,17,0,12167,0,12,14,174,10,1754,9,38,10,2379,10,94,5,23,331,423,37,77905,1539,0,0,37,5,0,181,78,38,508,0,18,3,0,209,36,76,2978,3,4,36,48,2190,0,5222,3993,0,122,4,5,0,10,7,13,5,11,131,0,8,100,294,5,147,26,788,59,19,"Joondalup (C)",21,59,668,42,190,38,190,20,445,73,181,0,5,75,31,111,426,458,13,62,19,3,6922,131,0,10,8012,19200,76
1710,3,19,3,24,5201,0,3,64,0,4465,3,13,9,257,26,0,9383,0,5634,3852,0,4,3,50,0,0,21,0,1680,216,4,11,15,43,103,0,"54200",1581,4,0,744,3,0,3582,4,227,10,0,93,0,18,0,48,4,5,0,138,4,330,6392,285,4,137,28,620,0,3,27,3,25,3783,16,0,9,0,0,0,19,3,7,0,8,653,132,0,12,3467,2715,0,93,4,11,36,3,0,0,79,299,12,7,415,0,37263,5,0,3999,0,0,0,44,0,155,3,11,3,1218,5,20,0,9,160,167,10,28995,558,0,3,3,0,0,8,41,11,213,0,4,0,0,48,8,22,1126,0,0,3,4,207,0,1111,983,0,38,3,0,0,5,0,11,4,72,80,0,4,17,133,3,28,7,194,8,16,"Kalamunda (S)",11,4,163,5,42,20,74,4,109,14,48,0,3,17,77,43,64,221,5,13,8,0,2867,41,3,0,3269,7450,32
27,0,0,0,0,15,0,0,0,0,73,0,0,0,0,0,0,115,0,28,54,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,"54480",4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,0,0,12,0,433,0,0,31,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,"Kent (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,0,0,44,77,0
119,0,0,0,0,108,0,0,0,0,330,0,0,0,66,0,0,576,0,324,353,0,0,0,0,0,0,13,0,295,32,0,0,0,0,3,0,"54340",129,0,0,18,0,0,253,0,44,0,0,8,0,0,0,0,0,0,0,21,0,68,443,29,0,0,0,16,0,0,0,0,4,278,0,0,0,0,0,3,0,0,0,0,0,14,39,0,0,200,247,0,3,0,0,0,0,0,0,3,6,0,0,75,3,2720,0,0,272,0,0,0,0,0,0,0,0,0,166,0,0,0,0,19,8,0,2030,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,29,0,14,0,0,0,0,0,3,0,11,18,0,0,0,42,0,0,0,6,0,0,"Katanning (S)",0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,36,0,0,0,0,199,0,0,0,215,523,0
34,0,0,0,0,49,0,0,0,0,143,0,0,0,0,0,0,179,0,88,131,0,0,0,0,0,0,0,0,71,5,0,0,0,0,4,0,"54410",60,0,0,5,0,0,79,0,7,0,0,10,0,0,0,0,0,0,0,10,0,31,150,0,0,0,0,10,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,57,105,0,0,0,0,0,0,0,0,3,4,0,0,13,0,953,0,0,102,0,0,0,0,0,0,0,0,0,78,0,0,0,0,13,0,0,611,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,"Kellerberrin (S)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,72,0,0,0,54,119,0
